text,label
"its use of the thriller form to examine the labyrinthine ways in which people 's lives cross and change , buffeted by events seemingly out of their control , is intriguing , provocative stuff",positive
completely awful iranian drama as much fun as a grouchy ayatollah in a cold mosque,negative
"real women may have many agendas , but it also will win you over , in a big way",positive
"there 's absolutely no reason why blue crush , a late summer surfer girl entry , should be as entertaining as it is",positive
it 's all surface psychodramatics,negative
it hates its characters,negative
the plot 's contrivances are uncomfortably strained,negative
meyjes ' provocative film might be called an example of the haphazardness of evil,positive
there 's nothing remotely topical or sexy here,negative
a fine documentary can be distinguished from a mediocre one by the better film 's ability to make its subject interesting to those who are n't part of its supposed target audience,positive
gives everyone something to shout about,positive
"you do n't need to be a hip hop fan to appreciate scratch , and that 's the mark of a documentary that works",positive
"most consumers of lo mein and general tso 's chicken barely give a thought to the folks who prepare and deliver it , so , hopefully , this film will attach a human face to all those little steaming cartons",positive
"However , sales volumes in the food industry are expected to remain at relatively good levels in Finland and in Scandinavia , Atria said .",positive
This new partnership agreement represents a significant milestone for both parties .,positive
a film that begins with the everyday lives of naval personnel in san diego and ends with scenes so true and heartbreaking that tears welled up in my eyes both times i saw the film,positive
HELSINKI AFX - KCI Konecranes said it has won an order for four hot metal ladle cranes from Indian steel producer Bhushan Steel and Strips Ltd. .,positive
"even if you 're an agnostic carnivore , you can enjoy much of jonah simply , and gratefully , as laugh out loud lunacy with a pronounced monty pythonesque flavor",positive
has the disjointed feel of a bunch of strung together tv episodes,negative
"the film never rises above a conventional , two dimension tale",negative
It also said its third quarter diluted EPS came in at 0.34 eur compared with 0.16 eur in the same quarter a year ago .,positive
reggio and glass put on an intoxicating show,positive
a sharp satire of desperation and cinematic deception,positive
"lovely and amazing is holofcener 's deep , uncompromising curtsy to women she knows , and very likely is",positive
"before it collapses into exactly the kind of buddy cop comedy it set out to lampoon , anyway",negative
"handled correctly , wilde 's play is a masterpiece of elegant wit and artifice",positive
"Acando AB ( ACANB SS ) fell 8.9 percent to 13.35 kronor , the lowest close since Dec. 11 .",negative
a movie that 's about as overbearing and over the top as the family it depicts,negative
"how good this film might be , depends if you believe that the shocking conclusion is too much of a plunge or not",positive
lrb moore 's rrb better at fingering problems than finding solutions,negative
"a portrait of alienation so perfect , it will certainly succeed in alienating most viewers",negative
"so fiendishly cunning that even the most jaded cinema audiences will leave the auditorium feeling dizzy , confused , and totally disorientated",positive
amazingly lame,negative
